Archivo,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
LocalVariableTableParameterNameDiscoverer.java,23,70,130,203,93,333,1972.7631095021438,29.3,40951.60164406012,2275.088980225563,0.4160327749825322,15,1
ReflectionTestUtilsTests.java,9,122,332,767,131,1099,7188.889280666762,29.128477133427626,183662.42516964936,10203.46806498052,1.1046881281208336,8,1
ScriptFactoryPostProcessorTests.java,14,34,32,50,48,82,328.50588723038135,10.373426573426574,1171.7656184057923,65.09808991143291,0.05239143710369422,5,1
TransactionAspectUtils.java,4,16,6,22,20,28,93.01398665684614,2.75,127.89423165316344,7.105235091842413,0.010660789837859947,4,1
LogDelegateFactory.java,13,20,23,34,33,57,237.02757575738562,10.428571428571429,1460.9551882584267,81.16417712546814,0.050133193865865545,3,1
HttpHandler.java,5,7,5,9,12,14,50.18947501009619,3.2142857142857144,161.32331253245204,8.962406251802891,0.009878177657674505,1,1
RequestResultMatchers.java,1,5,1,6,6,7,18.094737505048094,0.6,10.856842503028856,0.6031579168349365,0.001634360172194361,1,1
BenchmarkTests.java,16,46,33,57,62,90,457.4784455249121,9.776785714285715,2625.9630226398094,145.88683459110052,0.07439177262123309,2,1
AutowireUtils.java,36,129,200,304,165,504,3089.1719104108734,37.328647925033465,62318.47623298486,3462.137568499159,0.5940258397894198,50,1
ContentDisposition.java,62,176,342,589,238,931,5222.41320135524,100.19445644024592,115651.19278743434,6425.066265968573,1.2333613234922256,40,1
DefaultServerRequestObservationConventionTests.java,4,7,4,10,11,14,48.432042660922164,2.857142857142857,138.3772647454919,7.687625819193995,0.00891774890421995,1,1
TestCompiler.java,17,120,268,484,137,752,5251.315505160602,32.23913043478261,163452.28621825457,9080.68256768081,0.9988370747835287,15,1
DefaultParts.java,12,61,97,223,73,320,1853.266226120131,20.5,32303.020613699977,1794.6122563166655,0.34714812110353416,7,1
DefaultPathContainer.java,53,156,236,436,209,672,3461.474131788628,74.54795017784147,46044.92695979401,2558.0514977663333,0.7444584414411087,28,1
ServerCodecConfigurer.java,5,13,9,15,18,24,100.07820003461549,2.884615384615384,288.6871154844677,16.03817308247043,0.014560077256449627,6,1
ForwardedHeaderFilter.java,10,60,67,145,70,212,1299.4079995923328,12.083333333333332,15701.179995074019,872.2877775041121,0.20900993978654772,7,1
PeriodicTriggerTests.java,15,60,46,131,75,177,806.7133939853578,16.738359788359787,5777.555648333458,320.9753137963032,0.13598844726264345,7,1
HttpServiceProxyFactory.java,15,94,131,265,109,396,2603.629731221573,19.825,44373.25939712116,2465.181077617842,0.42318792248962994,8,1
ServletAnnotationControllerHandlerMethodTests.java,3,11,8,19,14,27,102.79858289555531,2.590909090909091,266.341782956666,14.796765719814779,0.013798703422966413,1,1
TransactionalApplicationListenerAdapterTests.java,5,18,15,28,23,43,194.51316411045156,3.888888888888889,756.440082651756,42.024449036208665,0.02767335201811332,1,1
HttpLogging.java,8,14,8,19,22,27,94.72503367497927,5.458333333333333,306.9907639092895,17.05504243940497,0.017719799695296082,3,1
ExtendedEntityManagerCreator.java,37,197,274,541,234,815,5256.845338877491,46.326157139348,127780.46833046767,7098.914907248204,0.9481525564457871,50,1
CountingFactory.java,7,19,13,23,26,36,154.0324320520449,4.205882352941177,555.5824617888777,30.865692321604318,0.023056860320251713,3,1
ClassUtils.java,404,809,1182,1622,1213,2804,13656.430060304874,375.15275987519993,162278.46288825973,9015.470160458879,2.845436697119372,296,1
MvcUriComponentsBuilder.java,141,457,542,960,598,1502,8354.622638579536,131.0110590729147,100015.31167351514,5556.406204084174,1.40539383735047,113,1
StreamUtils.java,9,31,12,53,40,65,271.8101159410467,7.059523809523809,932.5691440219819,51.80939689011011,0.03802110668295044,4,1
ResponseEntity.java,34,128,174,388,162,562,3148.2511083924283,37.2217748917749,40839.276907646534,2268.848717091474,0.4974853751654744,20,1
MergedAnnotationsTests.java,2,16,6,18,18,24,76.07820003461549,1.125,42.793987519471216,2.377443751081734,0.005138194985486905,2,1
DefaultRestClient.java,42,344,664,1309,386,1973,14310.546349972625,75.96354257551101,439012.4813923747,24389.58229957637,2.531797736965239,54,1
RSocketMessageHandler.java,8,31,35,64,39,99,523.2548196673627,8.258064516129032,4321.072059188543,240.05955884380793,0.088431383139534,2,1
AnnotationAttributes.java,6,7,9,15,13,24,88.81055323538621,6.428571428571429,570.9249850846256,31.718054726923647,0.02294024814850238,3,1
AopNamespaceUtils.java,28,114,62,184,142,246,956.75128541126,22.4710372960373,2368.2996703092795,131.57220390607108,0.12147803014593464,16,1
ResourceHttpMessageConverter.java,12,29,26,47,41,73,319.2572771991062,9.80952380952381,1672.867183550772,92.93706575282066,0.05730627139456217,9,1
RequestMappingInfo.java,22,145,440,814,167,1254,8294.43554824706,53.27416237113402,295169.07740020665,16398.28207778926,1.6394787568431228,32,1
ErrorResponse.java,18,36,28,61,54,89,391.8692932402032,13.52391304347826,1836.49704783381,102.027613768545,0.0673841776198837,9,1
DefaultConversionServiceTests.java,22,57,64,109,79,173,772.9395000622767,20.454166666666666,4624.252655617039,256.9029253120578,0.13730850555306112,6,1
DefaultPartHttpMessageReaderTests.java,20,93,62,161,113,223,1200.5766001028314,17.473768261666766,8370.692740608227,465.0384855893459,0.1826556343353048,5,1
ExceptionWebSocketHandlerDecorator.java,7,23,24,67,30,91,446.5270442003752,10.195652173913043,4552.634428912521,252.9241349395845,0.09156312311166873,8,1
BeanDefinitionMethodGenerator.java,20,123,172,324,143,496,3209.1159345390156,25.528935185185187,53100.32661995301,2950.018145552945,0.5256657105894794,18,1
StompHeaders.java,7,11,9,15,18,24,100.07820003461549,4.7727272727272725,477.6459547106648,26.535886372814712,0.02036805135194445,1,1
SimpLogging.java,8,14,8,19,22,27,94.72503367497927,5.458333333333333,306.9907639092895,17.05504243940497,0.017719799695296082,3,1
ApplicationManagedEntityManagerIntegrationTests.java,3,17,9,35,20,44,190.16483617504394,3.0882352941176467,587.273758775871,32.62631993199283,0.02337612256679133,1,1
RoutingFunctions.java,31,76,68,117,107,185,835.1194438623617,23.610011441647597,4540.698964719953,252.26105359555297,0.14221287869893406,6,1
ClassUtilsTests.java,14,51,31,82,65,113,415.4167325666819,10.26841491841492,964.4368304013987,53.57982391118881,0.05128928615552042,6,1
AnnotatedBeanDefinitionReader.java,5,9,11,13,14,24,91.3765181293825,3.611111111111111,329.97075991165906,18.331708883981058,0.01591704276938352,2,1
SocketUtils.java,22,71,104,206,93,310,1690.5940247216379,31.099358974358974,36023.84337838975,2001.324632132764,0.3896739426769992,29,1
HttpServiceMethod.java,40,166,273,447,206,720,4113.449701521132,52.08149928863223,57185.7582132398,3176.986567402211,0.7271674289689003,23,1
AnnotatedElementUtils.java,48,236,386,926,284,1312,8616.400051792143,78.03069032416857,360415.36328625993,20023.07573812555,1.8969127079324408,82,1
PubSubHeaderAccesssor.java,16,68,104,209,84,313,1847.8712150565796,22.096551724137928,33034.023014046295,1835.2235007803497,0.35192005670458715,9,1
FactoryMethods.java,1,3,1,3,4,4,8.0,0.5,4.0,0.2222222222222222,0.0008399473665965822,1,1
DatabasePopulatorUtils.java,8,17,13,29,25,42,195.04195997053841,6.823529411764706,1330.8745503872033,73.93747502151129,0.040330798957908504,3,1
AnnotationAwareOrderComparator.java,10,17,14,31,27,45,142.88757144927206,9.7,500.19174440493174,27.788430244718427,0.028979520184210388,10,1
MethodParameter.java,5,8,10,19,13,29,107.31275182609167,5.9375,637.1694639674193,35.39830355374552,0.02468209662410386,3,1
LocalVariableTableParameterNameDiscovererTests.java,19,65,40,148,84,188,790.6394536261799,23.20695488721805,5805.381494995006,322.5211941663892,0.14881967640452887,8,1
CallbacksSecurityTests.java,13,136,241,475,149,716,5033.298195853548,21.655038759689923,97922.29845079491,5440.127691710829,0.7154549147070939,20,1
CharBufferDecoder.java,13,30,15,40,43,55,201.9092240839919,8.75,674.5299025369443,37.47388347427468,0.03446490034288159,5,1
MimeType.java,9,36,60,88,45,148,812.7942582567919,11.0,8940.736840824711,496.7076022680395,0.1435911322578955,7,1
DefaultApiVersionInserter.java,10,37,32,111,47,143,596.5918151662714,13.342105263157896,4548.259207785979,252.68106709922105,0.1029831697819644,7,1
DefaultResponseBuilder.java,14,87,143,260,101,403,2683.2592275489733,20.919540229885058,56132.54935792105,3118.4749643289474,0.4886770271766979,3,1
ETag.java,6,11,10,19,17,29,118.53642239625984,5.181818181818182,614.2341887806191,34.12412159892328,0.024086187857394126,3,1
DummyFactory.java,14,58,59,132,72,191,997.8810241454878,14.57070707070707,6934.949979928508,385.27499888491707,0.1515270859428828,9,1
CacheAdviceParser.java,3,11,6,19,14,25,95.1838730514401,2.590909090909091,246.61276199691298,13.7007089998285,0.013108583860332205,2,1
SessionFactoryUtils.java,103,338,421,820,441,1241,6625.387368145163,110.63524114774116,111912.40044889155,6217.355580493974,1.2733701033175113,163,1
SpringProperties.java,11,32,22,53,43,75,270.1639501680896,10.00189393939394,1109.3374105098756,61.62985613943753,0.045625454762746105,13,1
HttpServiceProxyRegistryFactoryBean.java,11,106,279,396,117,675,4637.496185718798,20.547169811320757,95287.42162731645,5293.745645962025,0.6954017762610383,2,1
XmlEventDecoderTests.java,9,53,35,75,62,110,498.41152544244653,6.4441391941391934,1580.5280211428005,87.80711228571114,0.05522238509762298,3,1
FactoryMethodComponent.java,6,26,24,51,32,75,375.0,5.884615384615384,2206.730769230769,122.59615384615384,0.05649954872163508,1,1
TestPropertySourceAttributes.java,10,22,27,44,32,71,355.0,10.0,3550.0,197.22222222222223,0.07757068870639545,5,1
JdkClientHttpResponse.java,6,27,18,34,33,52,262.3084942066396,3.7777777777777777,990.943200336194,55.052400018677446,0.03313176609062556,1,1
Netty4ClientHttpRequest.java,8,27,27,56,35,83,425.7304904064322,8.296296296296296,3531.986290779289,196.22146059884938,0.07730805579560046,4,1
AbstractUrlHandlerMapping.java,5,6,7,11,11,18,62.26976913547135,4.583333333333333,285.403108537577,15.85572825208761,0.014449446498593787,2,1
MergedContextConfiguration.java,11,44,127,201,55,328,1896.2859860360884,25.125,47644.18539915672,2646.89918884204,0.43807857717225407,22,1
JndiPropertySource.java,5,8,6,10,13,16,59.207035490257475,3.125,185.0219859070546,10.27899921705859,0.010823331757353576,2,1
ObjectToObjectConverter.java,44,80,131,176,124,307,1359.3197355023472,48.17040149393091,12016.424841520626,667.579157862257,0.30392399097929773,17,1
ContentNegotiatingViewResolver.java,12,26,23,41,38,64,275.94119525778194,9.575757575757576,1516.6383458149091,84.25768587860605,0.052251333365630814,7,1
WebHttpHandlerBuilder.java,13,56,82,164,69,246,1446.575424759099,18.39622641509434,23450.962170272916,1302.8312316818285,0.2765212051745363,8,1
VersionRequestCondition.java,15,56,121,201,71,322,1980.2185724805076,26.919642857142858,53306.776750256526,2961.4875972364734,0.47213590339727096,14,1
HandshakeWebSocketService.java,16,99,129,208,115,337,2306.9301471682543,16.80808080808081,38775.06833220177,2154.1704629000983,0.38186846297381005,22,1
BeanDefinitionBuilder.java,27,115,137,335,142,472,2520.0832872503593,30.04199134199134,21082.638532334455,1171.257696240803,0.3254187338427014,25,1
PathExtensionContentNegotiationStrategy.java,13,29,28,50,42,78,352.2252932245416,11.40909090909091,2513.367449148756,139.63152495270867,0.07069127758962869,8,1
ReactorClientHttpRequest.java,9,33,30,75,42,105,566.1933293917699,10.227272727272728,5790.613596052193,321.700755336233,0.10748845051494223,4,1
SimpleBufferingClientHttpRequest.java,6,18,12,34,24,46,210.90827503317317,5.666666666666666,1195.1468918546477,66.39704954748044,0.0375398848556292,3,1
BodyInsertors.java,8,49,77,113,57,190,1108.2491026913008,9.224489795918368,10223.032539111591,567.9462521728661,0.15701166078733597,1,1
